id,Reviews
1,物美价廉，太小一支了哈哈，还没用，喜欢这款
2,物流很快，包装很严实，没有损坏。活动的时候买的，很划算。第一次买，期待效果
3,建议大家赶紧购买，包装精美，物流也快，宝贝收到了
4,价格便宜活动给力，给女朋友买的隔离，质量好
5,东西收到几天了，买了霜，淡淡的香味，东西不错
6,物流很快，很好用，挺好的哟，价格便宜实惠东西不错
7,经济又实惠。够用长时间了，不过一直用***
8,还会继续光顾，放心，好评，又划算，应该不错
9,很喜欢，不好卡粉，刚收到，买一送一挺划算的
10,东西非常满意，非常非常喜欢
11,感觉还不错，淡淡的香味，以后就用这牌子的了
12,不油腻，以前一直用的绿色，下次还来购买
13,反馈情况良好，很好用噢，用着不错，已收到货
14,一直用他家的，还不错，还不错，送了面膜
15,过母亲节送给妈妈的礼物，价钱合理，赠品很多，希望能达到预期的效果
16,看了这包装都没心情了，用了好几瓶这个遮瑕
17,整体描述：有点小，效果挺好，好大一瓶发的是新包装。非常不错
18,价格便宜，很快，回来拆开包装就迫不及待的使用了一下
19,挺好用的，*，是真东西，用的放心，颜色粉粉的
20,很贴合肤色，效果不错
21,快递也快，一直很相信**配上隔离特别自然，感觉白了一个度
22,隔离霜，一直用的***的，好惊喜，补水保湿效果好
23,回购几次了，清洁干净，刚买了就便宜块不开森
24,使用还可以，就是快递的包装怎么又是中空的，物品在里面来回跑，哗啦哗啦响
25,感觉还不错，喜欢下次还会来光顾
26,味道也挺清淡的，不浮粉，很好用，效果不错
27,第一购买，特地用了再评论的，挺好用的，很清爽很好推开
28,有点香味，第一次在**买面膜，经济又实惠。够用长时间了
29,懒得拍照，所以只能截图了，用着不错，容易推开，很润，也显白
30,一直用***产品，一直用这个牌子，遮暇效果很好
31,已经是第二次回购了，感觉被骗了！找客服也没人答复
32,不错不错，主要是给快递小哥点赞，非常好用的一款
33,下次换个更白的，不是特别油，大牌子放心
34,刚上脸会有点油，很好用，***指哪我们买哪！！！！不过***的面膜也是很不错的啦
35,氨基酸洗面奶较温和，希望好用吧！赶上买一送一的活动
36,快递太差劲了，来了都是破纸盒子
37,东西挺好用的，很好，搞活动买的，能修复皮肤
38,少送了一瓶，卖家又给多发了一瓶好评
39,很好用，很不错，今天收到，只是还没有试用
40,还没用，抱着试试心态，不错，很好用，还可以
41,老妈用，很好
42,我以前在专柜买过，还没用，老妈用，不浮粉
43,这次网购跟实体店质量差不多，效果不错，面膜很好
44,很好，水份充足，保湿效果，棒
45,我的皮肤是敏感皮肤，用过之后再来评价的，保湿美白效果很好，关键是不过敏，还回来回购的。五星好评
46,****质量有保证，效率服务都很满意，老婆很喜欢这款面膜
47,囤货，一直都用的***，相信它
48,一直关注的，感觉还行吧，价格很便宜，用过***的还有一种
49,很好用，一直都买这个牌子的，无限回购，物美价廉，持续囤货中
50,清洁能力强，很好的卖家，问了客服，洗得干净不紧绷
51,用了两天真的很好用，用了几片了，质量不错哦
52,很好用，用了小样，效果等用了才知道，好几百的东西包装好差像地滩货
53,好评，一直用的这款，一直在用的宝贝，买了一瓶用了几次被儿子弄到地上碎了
54,以前一直用这个品牌，买了好多面膜，**物流也特别给力
55,拆开后是坏的，买东西送的，这个卸妆水，一直用***产品
56,试用了一下，很清爽不油腻
57,而且经常做活动，泡沫多，很服帖，老婆多次购买了
58,但是很快就挥发，事实是，用后感觉用水洗都油腻腻的
59,清洁能力：弱，很温和，还行，补水没有太大感觉
60,还不错的，面膜买的好实惠，很满意，一直在用这款的隔离
61,不错，挺满意的
62,可以的一直都是用
63,一直在用，挺水润的，就是用之前一点要注意保湿
64,感觉很不错，很划算的一次购物哦，很划算
65,价位经济实惠，送货速度很快，已经使用可该面膜
66,一般般吧，美美直播间里买的，忠实粉，很满意
67,包装完好，第二次在网上购买了，很好，不持妆
68,卖家还送了两贴面膜和卸妆水小样，很好吸收
69,洗完后会有点滑滑的，感觉比较难清洗，肤质偏薄，用着还行
70,用了不会过敏，用了不过敏，好快就到啦，粉质细
71,一直在用，香香的，**的物流真是超级快
72,感觉还好吧，很超值，挺好的，微微一点白
73,气垫收到了，很好用，为**来买，她是一直用这个牌子的化妆品
74,面膜第一次用感觉没有多大效果，继续使用看看，稍后再来评论
75,很好，是正品
76,用了也特别自然，还没用，包装精美，太好了
77,好用，谁用谁知道，希望不会失望，我己经用过了
78,第二次购买了，针对我肤质，很清爽，不是特别油腻
79,很好用，持久情况：四五个小时吧，赞，没开封
80,感觉不错，很不错，能修复皮肤，包装精美
81,面膜还行吧，还没怎么用呢，用了再说吧
82,多囤一些，物有所值，宝贝收到了，一直在你们家买
83,总觉得太香了
84,先用用看看效果，东西还不错。超出预期。很满意。两片
85,不错的哦，遮盖力好，很快，**物流超快
86,给媳妇买的，快递员也很好，是我喜欢的味道
87,扫码，买了次，好，东西收到了是正品，不过产品很好用
88,真心不错，一直都钟爱的牌子，快递很快，不错哦。速度很快
89,用了一段时间，喜欢，但相信是不错的，相当的便宜
90,起泡量属于少的那一种，咱也不知道洗干净没有，味道咱也不喜欢
91,价格也很便宜，正装一如既往的好送的比之前的少了点
92,总体不错，产品好不好不知道，一直用它，一直都在用这个牌子的面膜
93,给，做活动买的还挺划算的，说实话一般，和实体店买的一样的
94,给全五分好评，挺好的，很好用，很好用，扫二维码查了是正品
95,好大一包，属于物美价廉的那种，用着不错
96,很水润，才追评，谢谢啦！还有快递小哥，卸的干净
97,补水不错，物流很给力，好用，买多点回来放着
98,一直用这个牌子，宝贝已收到，昨晚下单，和在门店买的味道不一样
99,***霜，品质好，遮盖力好，还有礼品赠送哦
100,宝贝收到了，用后皮肤滋润。挺好的宝贝，满满一箱
101,还没用，超好用，经常购买，给妈妈买的，但是隔离效果
102,价格实惠质量不错，滋润，实惠又实用，送了我面膜
103,薄薄一层满满精华素，用着也很舒服，东西收到几天了
104,真快呀，上午买的下午就送到了。支持**买的
105,东西收到了，包装也很细心，具体如何还没试，所以也不知道
106,效果很好，敷了两次了，包装得很漂亮，很划算
107,是假的，拿去检测了
108,乳液有点味道，美白又遮瑕，之前一直用这款
109,一直用，还行
110,物流快，今天下午就收到货了，非常好用，敏感肌可用
111,气垫霜还不错，这款洗面奶很好用，但是比双贵
112,气味重不好闻，我敏感肌肤，水分吸收很快就干了
113,买一送一价格非常合适，补水效果不错，难用哦
114,很好，双十一很划算，好好好好好宝贝不错
115,一直在用的，挺好的，很喜欢味道也还好，水分精华很多
116,货到破了一瓶，找客服马上补发了一瓶
117,做活动买的还挺划算的，包装很好，精华液也挺多的，效果嘛没什么突出的，就单纯补补水还吧
118,产品质量好，价格实惠，大品牌值得信赖
119,一次买了超多，***来光顾，还没用，用起来了还可以
120,挺好，泡沫丰富，洗的很干净
121,非常不错噢
122,商品价格合适，东西不错好用
123,跟我在柜台买的一样但是比柜台要便宜很多
124,卖家发货速度快的，真的好小，特别合算，挺温和的水润
125,很不错，很亮，温和的，她很喜欢，非常满意
126,**快递就是强大，第一次***的，用过之后再来评价
127,专柜一直有送小样儿，效果很好，昨晚下单
128,一直在**买东西，相信**的品质，送货很快，服务也很好
129,自然，好推开，很清爽，油性皮肤的福音
130,用了之后感觉气色很好，泛白，这款洁面乳很好用
131,刚刚收到货，便宜了不少呢，很好用很服帖
132,**购物值得信赖，第二次买，很好用，赠送的
133,一直用这个牌子，还送了面膜，东西收到了有点失望
134,价格便宜，也好使，在他家买过好几次东西了
135,微微改善肤色，实体店好贵呢，还没用，去年就是订他们家的很好用
136,宝贝已经收到了，很满意，价格也便宜
137,给女朋友买的，大爱，非常好，女神节给媳妇买的
138,女神节活动，东西挺好，很温和，第二次买了
139,特别快，手上试用了一下，很清爽保湿，看着还不错
140,面膜很服帖，洁面很干净，正品，与描述的一样
141,不错，效果很好，速度很快
142,用了段时间，感觉有点连连的，没有之前用的别家的好
143,面膜还没用，感觉应该不错
144,也挺好的，挺服帖，感觉清洗的效果不是很好
145,用起来挺好，效果挺好，特别白的自然
146,没用，物流很快，不错哦，用着效果蛮好的
147,送的面膜本来以为只有一两张，结果是这么大一包，刚刚用过效果还不错
148,是正品。买几次了，非常好用
149,用后有点清凉的感觉，和以前买的套装里的一样
150,跟店里的一样，***，凑单买的，宝贝挺好的
151,太假了，量足还有化妆棉，洗完脸不紧绷，还不错
152,一直用的这个面膜，给妈妈买的，用光了，质地柔软细腻
153,遮瑕效果超级好，**也是非常的不错，手上试用了一下
154,感觉太白了，白的不自然
155,很不错，收到了，之前用的他们家赠品小样还可以
156,试用了一下，超级划算哦，还送了面膜，东西收到了非常满意
157,搞活动，用了这家店的面膜皮肤没那么干燥了
158,不错，好用好用，不错，值得购买好评，水水的很舒服
159,今天才打开看看，好用，必须，虽然本地仓没有
160,**购物，物美价廉，用的放心，下次再来
161,感觉卸妆挺干净，没有介绍的那么遮盖红血丝
162,东西很好用，面膜很服帖，实体店好贵呢，才几片，这次可以用两个月了
163,嗯嗯，很划算，非常好，店家发货很快，这几天用了保湿效果不错
164,到货速度很快，***的商品包装的非常好
165,非常满意，一点都没有遮暇效果，还可以，昨晚今早各试用了一片
166,还不错，东西很不错，发货速度快宝贝是正品
167,买一送一很划算
168,很适合我的皮肤使用感觉到不错，精华液也多
169,给手背上试了试不错细腻亮白
170,洗面奶很温和，清理力也强，值得推荐
171,很控油很持妆！就是稍微有点干。颜色也很好
172,是正品，是正品，宝贝收到用过几次了，外壳好看
173,温和不刺激，口红要卸遍，说味道很好闻，一直用***化妆品
174,很好，包装也很好，贴了一次效果很好，需要再回购
175,太快了，早上下单，下午就到了
176,不卡粉，今天下了雪如期送达，价格还可以
177,皮肤有点敏感用起来还是比较温和的
178,已经用了补水效果不错，非常好的商品，洗完脸也很舒服
179,实惠，发货和送货速度都很快，面膜是正品
180,补水，对比了现有用的，所补水，很好，包装完整
181,包装看起来还挺不错，面膜二十贴放在里面刚刚好
182,我是属于肤色偏黄的，擦上去不是很明显，但可以遮盖住斑点，也是一款不错的霜
183,还没开始用，补水的，第一次用这款，一共有两替换装
184,是正品，用完不油，东西收到了，很舒服，宝贝收到了
185,看起来还不错，遮暇，很柔滑补水效果很好
186,问道也可以，一直用这个牌子，东西还没用
187,个人情况：混油，超级喜欢，使用了下，服务态度也很棒
188,搞活动买的，块钱片，非常实惠，面膜保湿效果也不错，值得购买
189,效果不错，本人脸色偏黄，用了之后感觉状态好了很多
190,宝贝收到了，物流速度，谢谢亲，快递真的快
191,价格比实体店实惠，挺薄的，但是挺润的，东西质量不错
192,用起来很水润不浮粉，快递很给力，很补水效果很好
193,是正品，补水隔离效果好，看起来不错还有赠品
194,宝贝收到了，喜欢，好推开不卡粉，我用了三年的这牌子的粉底液了
195,上妆效果：容易上妆，物美价廉，就是用之前一点要注意保湿
196,洁面乳收到了，质量很好，有一股淡淡的香味，清洁效果也好
197,第一天用了，昨天下午收到的，用完不油，洗面奶真心不错
198,都非常的不错，咱也不知道洗干净没有，味道很好闻
199,不说了，用完没用
200,面膜很好，物流也很快，用完了还继续买
201,色号上脸正正好，东西挺好用的，朋友介绍买的
202,物流挺快的哈
203,好用，买给小女友的，隔天就收到了，性价比不错
204,面膜超级好用，价格便宜，很开心，很喜欢
205,假货假货假货，抹在脸上微微有一点点白，值得购买
206,性价比很高，香味有点不太喜欢，**也是非常的不错
207,精华液也挺多的，不知这么多好评是哪来的
208,发货快，这是并不是第一次购买，挺好用，非常实惠
209,很满意，使用感不错！性价比不错
210,质量不错以前今常买，**的质量放心
211,非常非常好用啊，试用了一下，用着很不错
212,我的皮肤偏油，包装不是普通的塑料袋，一切都好
213,感觉还行，第二次购买
214,很喜欢，包装挺精致，过得去，味道真的像洗发水
215,收到还没用，好评先
216,干巴巴的一点都不水润，非常喜欢喜欢，不错
217,补水还不错
218,好用，感觉还不错，昨天中午买的今天中午收到了
219,今天收到，宝贝已收到，好用，垃圾，非常喜欢
220,没想到有两个，很润。喜欢，味道不错，一直用
221,确实不错哦
222,遮瑕效果挺好，东西收到了，比较干，包装太次。有一袋面膜破了漏水
223,用过一次，喜欢这款，遮瑕提亮效果不错，**快递公司果然给力
224,不卡粉，好评，这款比***的粘稠些，这次真的太失败了
225,面膜很好用，保质期年月，还不错，比实体店打折还便宜
226,很好用，没有，一直都用这个牌子的，太干了
227,朋友给推荐的，感觉效果还不错，老回头客了
228,很好的，而且敷完以后脸上很舒服，挺好用的不错
229,挺好用，水分吸收很快就干了，不错，很不错
230,只能在网上买，值得购买，好用，很好用，也选择了这个
231,跟我上次买的完全不一样。。还辣眼睛，不错哦。速度很快
232,没有损坏。活动的时候买的，是正品，有淡淡的香味
233,隔离还是挺好用的，完美收货，大牌子，买一送一很划算
234,很不错，香香抹了点在手上，感觉不错的
235,抖音种草总体来说还不错，希望不会失望，值得购买
236,用着还行，不是特别白，能接受
237,比较干，每次用完都是满脸浮粉，第二次买了
238,挺好的，发错了，快递速度快，值得购买，一直用的这个
239,还可以这个新包装第一次用
240,试用了下还可以，支持****店，给妈妈买的
241,用后再说效果，还可以吧。主要是活动的时候下单的
242,外观很喜欢，面膜刚到很喜欢，很好用，价格亲民
243,个人面膜还是不错的吧，第一次用哦
244,比自己皮肤颜色稍微白一点，送的面膜盒也漂亮
245,还不错，快用完一瓶了，但是跟专柜的有区别
246,不是很遮瑕，宝贝收到了，面膜真的好差，这个牌子第二次购买了
247,看起来不错！！！等用过之后再来评价
248,今天试了一下，刚上脸觉得有些黏腻，但是等一会就好了，肤感还可以
249,只有一个塑封袋，不错。使用了，卸妆水是昨天到的
250,**的物流真是超级快，东西还没用，赠品也不错
251,一下子买了好多，价格也实惠，暂时给个好评
252,第二次用这个觉得很好
253,一直信赖的产品，跟店里一样，是正品，属于温和性的，油性干性皮肤都可以用
254,物流挺快的，挺好吸收的，我去，挺好用，容易推开
255,面膜看起来非常不错，量不多，感觉还用，也不知道具体卸的干不干净
256,超喜欢的用了很自然美美哒
257,也不油腻，快用完一瓶了，但是是好牌子，补水保湿效果好
258,刚刚试了一下很清爽，宝贝收到，送了好多东西
259,女神节给媳妇买的，一直信任**，**也是非常的不错，东西非常好！下次继续
260,很好的，朋友也喜欢用在个牌子的，但是不适合我这种皮肤
261,但是挺干燥的，这次换换这个***的试试
262,一直在用***的产品，质量不错，感觉和实体店买的一样
263,东西很不错，挺好用的，很快，这款面膜真的很好用
264,到货快，好用，补水隔离效果好，价格实惠，很划算很喜欢
265,一点都不油腻，气垫还不错，比实体店便宜一点
266,很清爽，已多次购买，可以还是可以，用起来很舒服
267,包装太随便了，一直在用，非常不错，没开封
268,一直都是用的这个牌子，在**看到这款，挺好的
269,还没用不知道怎么样，但是快递好快，昨天下午下单今天上午就到了
270,很好用，收到了，具有美白效果，生产日期都没有
271,第二次购买了，很好用，赞，用的还不错，面膜收到了
272,不错不错，还送了两个独立包装
273,真的好用，之前买过，最差的一次面膜，比实体店便宜很多
274,也很提亮肤色，第三次买了，评论说的都挺好用
275,清洁能力：感觉还行，觉得还不错，里面精华很多
276,已经收到，给了的赠品卸妆水，这次还送了盒子
277,已经是第三瓶了，这款洗面奶很好用，很喜欢
278,满满一箱，上百片面膜可以用很久了，发货收到的比下单的多！赞
279,老顾客加回头客了，使用效果吸收很不错哦，可以根据自己的皮肤参考购买噢
280,不油腻，蛮好的，大品牌值得信赖，味道不错
281,还不错，今天上午就到了，双十一买的，挺滋润的
282,刚收到就迫不及待开封使用，补水效果很好，拯救了我的大干皮
283,好用，她是一直用这个牌子的化妆品，遮瑕四星
284,买了几次了，用这个牌子有点时间了，日常补水没问题了
285,有二维码，还不错的样子，宝贝用的也挺舒服
286,价格便宜，这款泡沫少但清洗很干净，收到货了
287,保湿效果还不错
